,,,,All Type of Report (All Grades) for 01-Jan-2023 to 31-Dec-2025,,,
Chandigarh,Vegetables,Potato,August-2023,5025.05,Metric Tonnes,1598.68,Rs./Quintal
Chandigarh,Vegetables,Tomato,August-2023,892.81,Metric Tonnes,4453.23,Rs./Quintal
Chandigarh,Vegetables,Onion,September-2023,4855.76,Metric Tonnes,1989.19,Rs./Quintal
Chandigarh,Vegetables,Potato,September-2023,4983.80,Metric Tonnes,1233.37,Rs./Quintal
Chandigarh,Vegetables,Tomato,September-2023,2145.47,Metric Tonnes,1581.47,Rs./Quintal
Chandigarh,Vegetables,Onion,October-2023,4862.96,Metric Tonnes,2907.79,Rs./Quintal
Chandigarh,Vegetables,Potato,October-2023,7722.35,Metric Tonnes,1341.08,Rs./Quintal
Chandigarh,Vegetables,Tomato,October-2023,2683.47,Metric Tonnes,1617.96,Rs./Quintal
Chandigarh,Vegetables,Onion,November-2023,3815.60,Metric Tonnes,4032.25,Rs./Quintal
Chandigarh,Vegetables,Potato,November-2023,6615.80,Metric Tonnes,1201.80,Rs./Quintal
Chandigarh,Vegetables,Tomato,November-2023,1609.16,Metric Tonnes,2790.94,Rs./Quintal
Chandigarh,Vegetables,Onion,December-2023,5347.08,Metric Tonnes,2456.95,Rs./Quintal
Chandigarh,Vegetables,Potato,December-2023,8049.30,Metric Tonnes,440.58,Rs./Quintal
Chandigarh,Vegetables,Tomato,December-2023,2130.77,Metric Tonnes,1922.32,Rs./Quintal
Chandigarh,Vegetables,Onion,January-2024,7602.74,Metric Tonnes,1862.81,Rs./Quintal
Chandigarh,Vegetables,Potato,January-2024,7706.50,Metric Tonnes,414.24,Rs./Quintal
Chandigarh,Vegetables,Tomato,January-2024,3659.23,Metric Tonnes,1895.22,Rs./Quintal
Chandigarh,Vegetables,Onion,February-2024,2544.90,Metric Tonnes,1579.45,Rs./Quintal
Chandigarh,Vegetables,Potato,February-2024,3225.20,Metric Tonnes,432.75,Rs./Quintal
Chandigarh,Vegetables,Tomato,February-2024,3049.55,Metric Tonnes,2475.51,Rs./Quintal
Chandigarh,Vegetables,Onion,March-2024,5769.24,Metric Tonnes,1960.12,Rs./Quintal
Chandigarh,Vegetables,Potato,March-2024,7394.10,Metric Tonnes,785.71,Rs./Quintal
Chandigarh,Vegetables,Tomato,March-2024,2506.71,Metric Tonnes,1987.18,Rs./Quintal
Chandigarh,Vegetables,Onion,April-2024,4369.00,Metric Tonnes,1633.58,Rs./Quintal
Chandigarh,Vegetables,Potato,April-2024,5985.70,Metric Tonnes,1000.00,Rs./Quintal
Chandigarh,Vegetables,Tomato,April-2024,1918.11,Metric Tonnes,1785.85,Rs./Quintal
Chandigarh,Vegetables,Onion,May-2024,7534.92,Metric Tonnes,1527.55,Rs./Quintal
Chandigarh,Vegetables,Potato,May-2024,8718.30,Metric Tonnes,1354.61,Rs./Quintal
Chandigarh,Vegetables,Tomato,May-2024,2794.52,Metric Tonnes,1301.64,Rs./Quintal
Chandigarh,Vegetables,Onion,June-2024,4270.40,Metric Tonnes,2393.63,Rs./Quintal
Chandigarh,Vegetables,Potato,June-2024,3825.04,Metric Tonnes,1680.19,Rs./Quintal
Chandigarh,Vegetables,Tomato,June-2024,1719.97,Metric Tonnes,1197.98,Rs./Quintal
Chandigarh,Vegetables,Onion,July-2024,3996.04,Metric Tonnes,2620.21,Rs./Quintal
Chandigarh,Vegetables,Potato,July-2024,4309.65,Metric Tonnes,2119.71,Rs./Quintal
Chandigarh,Vegetables,Tomato,July-2024,2570.59,Metric Tonnes,4136.11,Rs./Quintal
Chandigarh,Vegetables,Onion,August-2024,4190.56,Metric Tonnes,2676.42,Rs./Quintal
Chandigarh,Vegetables,Potato,August-2024,6652.95,Metric Tonnes,2118.87,Rs./Quintal
Chandigarh,Vegetables,Tomato,August-2024,3510.36,Metric Tonnes,2790.58,Rs./Quintal
Chandigarh,Vegetables,Onion,September-2024,3968.56,Metric Tonnes,3615.57,Rs./Quintal
Chandigarh,Vegetables,Potato,September-2024,5522.00,Metric Tonnes,1988.15,Rs./Quintal
Chandigarh,Vegetables,Tomato,September-2024,2957.86,Metric Tonnes,2762.72,Rs./Quintal
Chandigarh,Vegetables,Onion,October-2024,4930.04,Metric Tonnes,3646.99,Rs./Quintal
Chandigarh,Vegetables,Potato,October-2024,7204.35,Metric Tonnes,2043.06,Rs./Quintal
Chandigarh,Vegetables,Tomato,October-2024,2816.46,Metric Tonnes,4783.14,Rs./Quintal
Chandigarh,Vegetables,Onion,November-2024,2900.00,Metric Tonnes,4030.84,Rs./Quintal
Chandigarh,Vegetables,Potato,November-2024,5018.60,Metric Tonnes,2232.00,Rs./Quintal
Chandigarh,Vegetables,Tomato,November-2024,2468.38,Metric Tonnes,2792.27,Rs./Quintal
Chandigarh,Vegetables,Onion,December-2024,3579.64,Metric Tonnes,2790.65,Rs./Quintal
Chandigarh,Vegetables,Potato,December-2024,4793.90,Metric Tonnes,1303.34,Rs./Quintal
Chandigarh,Vegetables,Tomato,December-2024,2256.22,Metric Tonnes,2867.72,Rs./Quintal
Chandigarh,Vegetables,Onion,January-2025,3891.36,Metric Tonnes,2130.70,Rs./Quintal
Chandigarh,Vegetables,Potato,January-2025,6727.25,Metric Tonnes,838.45,Rs./Quintal
Chandigarh,Vegetables,Tomato,January-2025,3560.34,Metric Tonnes,1155.06,Rs./Quintal
Chandigarh,Vegetables,Onion,February-2025,3581.40,Metric Tonnes,2364.97,Rs./Quintal
Chandigarh,Vegetables,Potato,February-2025,4948.70,Metric Tonnes,616.30,Rs./Quintal
Chandigarh,Vegetables,Tomato,February-2025,3577.22,Metric Tonnes,995.74,Rs./Quintal
Chandigarh,Vegetables,Onion,March-2025,4502.64,Metric Tonnes,2081.28,Rs./Quintal
Chandigarh,Vegetables,Potato,March-2025,5746.25,Metric Tonnes,521.35,Rs./Quintal
Chandigarh,Vegetables,Tomato,March-2025,4360.90,Metric Tonnes,800.00,Rs./Quintal
Chandigarh,Vegetables,Onion,April-2025,5036.04,Metric Tonnes,1367.02,Rs./Quintal
Chandigarh,Vegetables,Potato,April-2025,5914.00,Metric Tonnes,454.36,Rs./Quintal
Chandigarh,Vegetables,Tomato,April-2025,4448.26,Metric Tonnes,908.43,Rs./Quintal
Chandigarh,Vegetables,Onion,May-2025,4322.08,Metric Tonnes,1075.40,Rs./Quintal
Chandigarh,Vegetables,Potato,May-2025,3352.85,Metric Tonnes,577.76,Rs./Quintal
Chandigarh,Vegetables,Tomato,May-2025,2482.95,Metric Tonnes,834.28,Rs./Quintal
Chandigarh,Vegetables,Onion,June-2025,4355.89,Metric Tonnes,1307.61,Rs./Quintal
Chandigarh,Vegetables,Potato,June-2025,4945.95,Metric Tonnes,1089.12,Rs./Quintal
Chandigarh,Vegetables,Tomato,June-2025,3016.09,Metric Tonnes,2016.86,Rs./Quintal
Chandigarh,Vegetables,Onion,July-2025,4203.28,Metric Tonnes,1406.69,Rs./Quintal
Chandigarh,Vegetables,Potato,July-2025,5657.60,Metric Tonnes,944.82,Rs./Quintal
Chandigarh,Vegetables,Tomato,July-2025,3857.74,Metric Tonnes,2617.33,Rs./Quintal
Chandigarh,Vegetables,Onion,August-2025,4316.44,Metric Tonnes,1378.16,Rs./Quintal
Chandigarh,Vegetables,Potato,August-2025,6589.80,Metric Tonnes,1056.90,Rs./Quintal
Chandigarh,Vegetables,Tomato,August-2025,3090.15,Metric Tonnes,4279.61,Rs./Quintal
Chandigarh,Vegetables,Onion,September-2025,4552.76,Metric Tonnes,1177.96,Rs./Quintal
Chandigarh,Vegetables,Potato,September-2025,7456.40,Metric Tonnes,1264.45,Rs./Quintal
Chandigarh,Vegetables,Tomato,September-2025,4528.85,Metric Tonnes,2102.73,Rs./Quintal
Chandigarh,Vegetables,Onion,October-2025,4680.64,Metric Tonnes,1100.00,Rs./Quintal
Chandigarh,Vegetables,Potato,October-2025,7168.90,Metric Tonnes,1431.79,Rs./Quintal
Chandigarh,Vegetables,Tomato,October-2025,4297.76,Metric Tonnes,2002.18,Rs./Quintal
Chandigarh,Vegetables,Onion,November-2025,6389.64,Metric Tonnes,1044.00,Rs./Quintal
Chandigarh,Vegetables,Potato,November-2025,9045.80,Metric Tonnes,968.29,Rs./Quintal
Chandigarh,Vegetables,Tomato,November-2025,3513.02,Metric Tonnes,3133.04,Rs./Quintal
Chandigarh,Vegetables,Onion,December-2025,4811.96,Metric Tonnes,1644.42,Rs./Quintal
Chandigarh,Vegetables,Potato,December-2025,9995.07,Metric Tonnes,551.24,Rs./Quintal
Chandigarh,Vegetables,Tomato,December-2025,3119.34,Metric Tonnes,3366.44,Rs./Quintal
Chattisgarh,Vegetables,Onion,January-2023,3855.10,Metric Tonnes,1548.75,Rs./Quintal
Chattisgarh,Vegetables,Potato,January-2023,4955.10,Metric Tonnes,1224.10,Rs./Quintal
Chattisgarh,Vegetables,Tomato,January-2023,21790.60,Metric Tonnes,588.98,Rs./Quintal
Chattisgarh,Vegetables,Onion,February-2023,4655.50,Metric Tonnes,1233.05,Rs./Quintal
Chattisgarh,Vegetables,Potato,February-2023,4715.30,Metric Tonnes,1013.20,Rs./Quintal
Chattisgarh,Vegetables,Tomato,February-2023,20161.80,Metric Tonnes,662.82,Rs./Quintal
Chattisgarh,Vegetables,Onion,March-2023,4063.00,Metric Tonnes,1103.99,Rs./Quintal
Chattisgarh,Vegetables,Potato,March-2023,4308.10,Metric Tonnes,1067.79,Rs./Quintal
Chattisgarh,Vegetables,Tomato,March-2023,18247.60,Metric Tonnes,754.48,Rs./Quintal
Chattisgarh,Vegetables,Onion,April-2023,4636.20,Metric Tonnes,851.95,Rs./Quintal
Chattisgarh,Vegetables,Potato,April-2023,4006.00,Metric Tonnes,1009.78,Rs./Quintal
Chattisgarh,Vegetables,Tomato,April-2023,16788.20,Metric Tonnes,664.05,Rs./Quintal
Chattisgarh,Vegetables,Onion,May-2023,7475.90,Metric Tonnes,768.96,Rs./Quintal
Chattisgarh,Vegetables,Potato,May-2023,5580.00,Metric Tonnes,1142.15,Rs./Quintal
Chattisgarh,Vegetables,Tomato,May-2023,19145.30,Metric Tonnes,1184.46,Rs./Quintal
Chattisgarh,Vegetables,Onion,June-2023,6696.20,Metric Tonnes,1128.77,Rs./Quintal
Chattisgarh,Vegetables,Potato,June-2023,5102.70,Metric Tonnes,1286.62,Rs./Quintal
Chattisgarh,Vegetables,Tomato,June-2023,17936.40,Metric Tonnes,2854.17,Rs./Quintal
Chattisgarh,Vegetables,Onion,July-2023,3988.00,Metric Tonnes,1758.06,Rs./Quintal
Chattisgarh,Vegetables,Potato,July-2023,4753.70,Metric Tonnes,1626.47,Rs./Quintal
Chattisgarh,Vegetables,Tomato,July-2023,1384.00,Metric Tonnes,6291.37,Rs./Quintal
Chattisgarh,Vegetables,Onion,August-2023,4410.30,Metric Tonnes,1815.98,Rs./Quintal
Chattisgarh,Vegetables,Potato,August-2023,5496.10,Metric Tonnes,1662.63,Rs./Quintal
Chattisgarh,Vegetables,Tomato,August-2023,9803.10,Metric Tonnes,3064.38,Rs./Quintal
Chattisgarh,Vegetables,Onion,September-2023,4210.70,Metric Tonnes,2002.28,Rs./Quintal
Chattisgarh,Vegetables,Potato,September-2023,5114.90,Metric Tonnes,1664.75,Rs./Quintal
Chattisgarh,Vegetables,Tomato,September-2023,13815.90,Metric Tonnes,1267.94,Rs./Quintal
Chattisgarh,Vegetables,Onion,October-2023,3659.90,Metric Tonnes,2327.61,Rs./Quintal
Chattisgarh,Vegetables,Potato,October-2023,6106.00,Metric Tonnes,1510.19,Rs./Quintal
Chattisgarh,Vegetables,Tomato,October-2023,13689.00,Metric Tonnes,1368.07,Rs./Quintal
Chattisgarh,Vegetables,Onion,November-2023,3466.60,Metric Tonnes,4191.43,Rs./Quintal
Chattisgarh,Vegetables,Potato,November-2023,6512.30,Metric Tonnes,1764.36,Rs./Quintal
Chattisgarh,Vegetables,Tomato,November-2023,12462.10,Metric Tonnes,2203.74,Rs./Quintal
Chattisgarh,Vegetables,Onion,December-2023,4538.30,Metric Tonnes,3071.16,Rs./Quintal
Chattisgarh,Vegetables,Potato,December-2023,6795.10,Metric Tonnes,1364.76,Rs./Quintal
Chattisgarh,Vegetables,Tomato,December-2023,15924.20,Metric Tonnes,1270.95,Rs./Quintal
Chattisgarh,Vegetables,Onion,January-2024,4026.60,Metric Tonnes,1629.05,Rs./Quintal
Chattisgarh,Vegetables,Potato,January-2024,5669.90,Metric Tonnes,1238.58,Rs./Quintal
Chattisgarh,Vegetables,Tomato,January-2024,12936.80,Metric Tonnes,1164.04,Rs./Quintal
Chattisgarh,Vegetables,Onion,February-2024,4232.00,Metric Tonnes,1695.56,Rs./Quintal
Chattisgarh,Vegetables,Potato,February-2024,5285.50,Metric Tonnes,1311.40,Rs./Quintal
Chattisgarh,Vegetables,Tomato,February-2024,14411.50,Metric Tonnes,1397.18,Rs./Quintal
Chattisgarh,Vegetables,Onion,March-2024,3890.00,Metric Tonnes,1741.50,Rs./Quintal
Chattisgarh,Vegetables,Potato,March-2024,4023.40,Metric Tonnes,1503.31,Rs./Quintal
Chattisgarh,Vegetables,Tomato,March-2024,13551.50,Metric Tonnes,1329.60,Rs./Quintal
Chattisgarh,Vegetables,Onion,April-2024,3956.90,Metric Tonnes,1570.27,Rs./Quintal
Chattisgarh,Vegetables,Potato,April-2024,4301.40,Metric Tonnes,1876.28,Rs./Quintal
Chattisgarh,Vegetables,Tomato,April-2024,13170.90,Metric Tonnes,1532.36,Rs./Quintal
Chattisgarh,Vegetables,Onion,May-2024,4841.60,Metric Tonnes,1677.78,Rs./Quintal
Chattisgarh,Vegetables,Potato,May-2024,5044.90,Metric Tonnes,2200.50,Rs./Quintal
Chattisgarh,Vegetables,Tomato,May-2024,14758.60,Metric Tonnes,1820.05,Rs./Quintal
Chattisgarh,Vegetables,Onion,June-2024,4552.20,Metric Tonnes,2751.88,Rs./Quintal
Chattisgarh,Vegetables,Potato,June-2024,4847.30,Metric Tonnes,2568.76,Rs./Quintal
Chattisgarh,Vegetables,Tomato,June-2024,14073.70,Metric Tonnes,3050.64,Rs./Quintal
Chattisgarh,Vegetables,Onion,July-2024,3900.10,Metric Tonnes,3095.04,Rs./Quintal
Chattisgarh,Vegetables,Potato,July-2024,4471.10,Metric Tonnes,3066.30,Rs./Quintal
Chattisgarh,Vegetables,Tomato,July-2024,13093.80,Metric Tonnes,4198.82,Rs./Quintal
Chattisgarh,Vegetables,Onion,August-2024,3298.90,Metric Tonnes,3112.02,Rs./Quintal
Chattisgarh,Vegetables,Potato,August-2024,4388.90,Metric Tonnes,3046.77,Rs./Quintal
Chattisgarh,Vegetables,Tomato,August-2024,13830.60,Metric Tonnes,2254.46,Rs./Quintal
Chattisgarh,Vegetables,Onion,September-2024,2553.40,Metric Tonnes,3424.85,Rs./Quintal
Chattisgarh,Vegetables,Potato,September-2024,4257.90,Metric Tonnes,2927.45,Rs./Quintal
Chattisgarh,Vegetables,Tomato,September-2024,12917.40,Metric Tonnes,3084.38,Rs./Quintal
Chattisgarh,Vegetables,Onion,October-2024,2724.20,Metric Tonnes,3628.17,Rs./Quintal
Chattisgarh,Vegetables,Potato,October-2024,4818.50,Metric Tonnes,2763.75,Rs./Quintal
Chattisgarh,Vegetables,Tomato,October-2024,12005.40,Metric Tonnes,4075.92,Rs./Quintal
Chattisgarh,Vegetables,Onion,November-2024,4212.90,Metric Tonnes,3337.94,Rs./Quintal
Chattisgarh,Vegetables,Potato,November-2024,4991.10,Metric Tonnes,2906.38,Rs./Quintal
Chattisgarh,Vegetables,Tomato,November-2024,17855.40,Metric Tonnes,2888.91,Rs./Quintal
Chattisgarh,Vegetables,Onion,December-2024,4452.20,Metric Tonnes,3151.20,Rs./Quintal
Chattisgarh,Vegetables,Potato,December-2024,6026.70,Metric Tonnes,2869.71,Rs./Quintal
Chattisgarh,Vegetables,Tomato,December-2024,15914.00,Metric Tonnes,2224.92,Rs./Quintal
Chattisgarh,Vegetables,Onion,January-2025,3604.20,Metric Tonnes,2504.33,Rs./Quintal
Chattisgarh,Vegetables,Potato,January-2025,4870.40,Metric Tonnes,2335.85,Rs./Quintal
Chattisgarh,Vegetables,Tomato,January-2025,14990.00,Metric Tonnes,1204.52,Rs./Quintal
Chattisgarh,Vegetables,Onion,February-2025,2530.20,Metric Tonnes,2419.66,Rs./Quintal
Chattisgarh,Vegetables,Potato,February-2025,3807.10,Metric Tonnes,1705.29,Rs./Quintal
Chattisgarh,Vegetables,Tomato,February-2025,11846.20,Metric Tonnes,476.79,Rs./Quintal
Chattisgarh,Vegetables,Onion,March-2025,3675.20,Metric Tonnes,2409.11,Rs./Quintal
Chattisgarh,Vegetables,Potato,March-2025,4596.50,Metric Tonnes,1672.09,Rs./Quintal
Chattisgarh,Vegetables,Tomato,March-2025,12769.90,Metric Tonnes,459.41,Rs./Quintal
Chattisgarh,Vegetables,Onion,April-2025,3381.60,Metric Tonnes,1925.68,Rs./Quintal
Chattisgarh,Vegetables,Potato,April-2025,3663.90,Metric Tonnes,1665.12,Rs./Quintal
Chattisgarh,Vegetables,Tomato,April-2025,10913.10,Metric Tonnes,941.87,Rs./Quintal
Chattisgarh,Vegetables,Onion,May-2025,3695.50,Metric Tonnes,1604.68,Rs./Quintal
Chattisgarh,Vegetables,Potato,May-2025,4252.60,Metric Tonnes,1725.05,Rs./Quintal
Chattisgarh,Vegetables,Tomato,May-2025,11275.20,Metric Tonnes,1255.01,Rs./Quintal
Chattisgarh,Vegetables,Onion,June-2025,3321.90,Metric Tonnes,1467.05,Rs./Quintal
Chattisgarh,Vegetables,Potato,June-2025,3565.50,Metric Tonnes,1735.08,Rs./Quintal
Chattisgarh,Vegetables,Tomato,June-2025,10759.90,Metric Tonnes,1920.72,Rs./Quintal
Chattisgarh,Vegetables,Onion,July-2025,3728.30,Metric Tonnes,1772.53,Rs./Quintal
Chattisgarh,Vegetables,Potato,July-2025,4070.50,Metric Tonnes,1939.35,Rs./Quintal
Chattisgarh,Vegetables,Tomato,July-2025,12616.30,Metric Tonnes,2367.00,Rs./Quintal
Chattisgarh,Vegetables,Onion,August-2025,3218.90,Metric Tonnes,1838.35,Rs./Quintal
Chattisgarh,Vegetables,Potato,August-2025,3748.20,Metric Tonnes,1716.86,Rs./Quintal
Chattisgarh,Vegetables,Tomato,August-2025,10222.20,Metric Tonnes,3345.29,Rs./Quintal
Chattisgarh,Vegetables,Onion,September-2025,3901.70,Metric Tonnes,1719.78,Rs./Quintal
Chattisgarh,Vegetables,Potato,September-2025,4588.80,Metric Tonnes,1842.61,Rs./Quintal
Chattisgarh,Vegetables,Tomato,September-2025,13902.80,Metric Tonnes,2122.13,Rs./Quintal
Chattisgarh,Vegetables,Onion,October-2025,2652.00,Metric Tonnes,1790.83,Rs./Quintal
Chattisgarh,Vegetables,Potato,October-2025,3290.30,Metric Tonnes,1852.46,Rs./Quintal
Chattisgarh,Vegetables,Tomato,October-2025,9007.30,Metric Tonnes,2055.96,Rs./Quintal
Chattisgarh,Vegetables,Onion,November-2025,3926.70,Metric Tonnes,1847.01,Rs./Quintal
Chattisgarh,Vegetables,Potato,November-2025,4627.50,Metric Tonnes,1917.86,Rs./Quintal
Chattisgarh,Vegetables,Tomato,November-2025,11041.00,Metric Tonnes,2987.92,Rs./Quintal
Chattisgarh,Vegetables,Onion,December-2025,4515.20,Metric Tonnes,2053.28,Rs./Quintal
Chattisgarh,Vegetables,Potato,December-2025,5801.20,Metric Tonnes,1933.34,Rs./Quintal
Chattisgarh,Vegetables,Tomato,December-2025,14707.30,Metric Tonnes,3282.27,Rs./Quintal
Goa,Vegetables,Onion,January-2023,374.58,Metric Tonnes,1400.98,Rs./Quintal
Goa,Vegetables,Potato,January-2023,166.13,Metric Tonnes,1593.73,Rs./Quintal
Goa,Vegetables,Onion,February-2023,212.06,Metric Tonnes,1400.00,Rs./Quintal
Goa,Vegetables,Potato,February-2023,140.81,Metric Tonnes,1600.00,Rs./Quintal
Goa,Vegetables,Onion,March-2023,270.48,Metric Tonnes,1249.46,Rs./Quintal
Goa,Vegetables,Potato,March-2023,86.18,Metric Tonnes,1484.75,Rs./Quintal
Goa,Vegetables,Onion,April-2023,217.14,Metric Tonnes,1127.68,Rs./Quintal
Goa,Vegetables,Potato,April-2023,64.75,Metric Tonnes,1431.28,Rs./Quintal
Goa,Vegetables,Onion,May-2023,213.45,Metric Tonnes,1138.22,Rs./Quintal
Goa,Vegetables,Potato,May-2023,68.90,Metric Tonnes,1594.06,Rs./Quintal
Goa,Vegetables,Onion,June-2023,286.31,Metric Tonnes,1180.04,Rs./Quintal
Goa,Vegetables,Potato,June-2023,112.63,Metric Tonnes,1627.18,Rs./Quintal
Goa,Vegetables,Onion,July-2023,230.61,Metric Tonnes,1243.29,Rs./Quintal
Goa,Vegetables,Potato,July-2023,88.77,Metric Tonnes,1598.44,Rs./Quintal
Goa,Vegetables,Onion,August-2023,359.94,Metric Tonnes,1192.14,Rs./Quintal
Goa,Vegetables,Potato,August-2023,139.17,Metric Tonnes,1500.00,Rs./Quintal
Goa,Vegetables,Onion,September-2023,263.87,Metric Tonnes,1263.39,Rs./Quintal
Goa,Vegetables,Potato,September-2023,196.33,Metric Tonnes,1465.53,Rs./Quintal
Goa,Vegetables,Onion,October-2023,273.14,Metric Tonnes,1804.92,Rs./Quintal
Goa,Vegetables,Potato,October-2023,220.05,Metric Tonnes,1564.55,Rs./Quintal
Goa,Vegetables,Onion,November-2023,120.24,Metric Tonnes,3091.29,Rs./Quintal
Goa,Vegetables,Potato,November-2023,295.29,Metric Tonnes,1567.27,Rs./Quintal
Goa,Vegetables,Onion,December-2023,125.40,Metric Tonnes,2323.89,Rs./Quintal
Goa,Vegetables,Potato,December-2023,338.22,Metric Tonnes,1443.33,Rs./Quintal
Goa,Vegetables,Onion,January-2024,168.59,Metric Tonnes,1382.00,Rs./Quintal
Goa,Vegetables,Potato,January-2024,291.84,Metric Tonnes,1404.85,Rs./Quintal
Goa,Vegetables,Onion,February-2024,236.11,Metric Tonnes,1255.77,Rs./Quintal
Goa,Vegetables,Potato,February-2024,146.83,Metric Tonnes,1425.62,Rs./Quintal
Goa,Vegetables,Onion,March-2024,208.36,Metric Tonnes,1392.69,Rs./Quintal
Goa,Vegetables,Potato,March-2024,111.44,Metric Tonnes,1451.63,Rs./Quintal
Goa,Vegetables,Onion,April-2024,206.13,Metric Tonnes,1798.57,Rs./Quintal
Goa,Vegetables,Potato,April-2024,81.15,Metric Tonnes,1788.57,Rs./Quintal
Goa,Vegetables,Onion,May-2024,208.26,Metric Tonnes,1895.54,Rs./Quintal
Goa,Vegetables,Potato,May-2024,111.25,Metric Tonnes,1872.23,Rs./Quintal
Goa,Vegetables,Onion,June-2024,254.31,Metric Tonnes,2029.86,Rs./Quintal
Goa,Vegetables,Potato,June-2024,148.21,Metric Tonnes,2148.58,Rs./Quintal
Goa,Vegetables,Onion,July-2024,237.19,Metric Tonnes,2480.21,Rs./Quintal
Goa,Vegetables,Potato,July-2024,152.01,Metric Tonnes,2500.00,Rs./Quintal
Goa,Vegetables,Onion,August-2024,188.13,Metric Tonnes,2443.84,Rs./Quintal
Goa,Vegetables,Potato,August-2024,220.38,Metric Tonnes,2485.39,Rs./Quintal
Goa,Vegetables,Onion,September-2024,159.48,Metric Tonnes,2500.00,Rs./Quintal
Goa,Vegetables,Potato,September-2024,219.56,Metric Tonnes,2500.00,Rs./Quintal
Goa,Vegetables,Onion,October-2024,167.80,Metric Tonnes,2500.00,Rs./Quintal
Goa,Vegetables,Potato,October-2024,231.72,Metric Tonnes,2664.16,Rs./Quintal
Goa,Vegetables,Onion,November-2024,264.32,Metric Tonnes,3100.41,Rs./Quintal
Goa,Vegetables,Potato,November-2024,247.83,Metric Tonnes,2966.77,Rs./Quintal
Goa,Vegetables,Onion,December-2024,211.27,Metric Tonnes,3171.51,Rs./Quintal
Goa,Vegetables,Potato,December-2024,318.21,Metric Tonnes,2803.56,Rs./Quintal
Goa,Vegetables,Onion,January-2025,205.85,Metric Tonnes,2473.84,Rs./Quintal
Goa,Vegetables,Potato,January-2025,272.06,Metric Tonnes,2033.02,Rs./Quintal
Goa,Vegetables,Onion,February-2025,170.97,Metric Tonnes,2477.04,Rs./Quintal
Goa,Vegetables,Potato,February-2025,231.79,Metric Tonnes,2000.00,Rs./Quintal
Goa,Vegetables,Onion,March-2025,179.50,Metric Tonnes,2500.00,Rs./Quintal
Goa,Vegetables,Potato,March-2025,216.51,Metric Tonnes,2000.00,Rs./Quintal
Goa,Vegetables,Onion,April-2025,211.56,Metric Tonnes,2412.13,Rs./Quintal
Goa,Vegetables,Potato,April-2025,206.00,Metric Tonnes,2000.00,Rs./Quintal
Goa,Vegetables,Onion,May-2025,252.36,Metric Tonnes,2000.00,Rs./Quintal
Goa,Vegetables,Potato,May-2025,184.81,Metric Tonnes,2000.00,Rs./Quintal
Goa,Vegetables,Onion,June-2025,203.09,Metric Tonnes,1751.98,Rs./Quintal
Goa,Vegetables,Potato,June-2025,193.95,Metric Tonnes,1804.75,Rs./Quintal
Goa,Vegetables,Onion,July-2025,185.06,Metric Tonnes,1492.59,Rs./Quintal
Goa,Vegetables,Potato,July-2025,175.95,Metric Tonnes,1621.94,Rs./Quintal
Goa,Vegetables,Onion,August-2025,181.09,Metric Tonnes,1438.61,Rs./Quintal
Goa,Vegetables,Potato,August-2025,212.26,Metric Tonnes,1642.37,Rs./Quintal
Goa,Vegetables,Onion,September-2025,216.68,Metric Tonnes,1350.14,Rs./Quintal
Goa,Vegetables,Potato,September-2025,185.86,Metric Tonnes,1575.37,Rs./Quintal
Goa,Vegetables,Onion,October-2025,223.68,Metric Tonnes,1197.24,Rs./Quintal
Goa,Vegetables,Potato,October-2025,207.53,Metric Tonnes,1646.82,Rs./Quintal
Goa,Vegetables,Onion,November-2025,212.46,Metric Tonnes,1409.22,Rs./Quintal
Goa,Vegetables,Potato,November-2025,166.87,Metric Tonnes,1727.81,Rs./Quintal
Goa,Vegetables,Onion,December-2025,242.90,Metric Tonnes,1505.84,Rs./Quintal
Goa,Vegetables,Potato,December-2025,219.49,Metric Tonnes,1598.58,Rs./Quintal
Gujarat,Vegetables,Onion,January-2023,256347.39,Metric Tonnes,996.39,Rs./Quintal
Gujarat,Vegetables,Potato,January-2023,63793.46,Metric Tonnes,1169.65,Rs./Quintal
Gujarat,Vegetables,Tomato,January-2023,20697.14,Metric Tonnes,769.83,Rs./Quintal
Gujarat,Vegetables,Onion,February-2023,291040.87,Metric Tonnes,932.11,Rs./Quintal
Gujarat,Vegetables,Potato,February-2023,67344.14,Metric Tonnes,888.49,Rs./Quintal
Gujarat,Vegetables,Tomato,February-2023,23581.77,Metric Tonnes,856.19,Rs./Quintal
Gujarat,Vegetables,Onion,March-2023,246977.04,Metric Tonnes,966.47,Rs./Quintal
Gujarat,Vegetables,Potato,March-2023,68960.22,Metric Tonnes,835.37,Rs./Quintal
