plot_id,farmer_id,region_id,area_ha,soil_group,soil_suitability_class,drainage_class,irrigation_access,available_water_m3,previous_crop,rotation_group,flood_exposure,drought_exposure,waterlogging_exposure,hazard_zone,active_season,synthetic_seed,synthetic
F0432-P01,F0432,R4,0.518,red,N,moderate,canal,2425.8,pigeon_pea,legume,none,moderate,low,R4-HZ1,kharif,1568574894,True
F0433-P01,F0433,R5,0.621,laterite,S2,well,tubewell,3268.6,pigeon_pea,legume,none,low,none,R5-HZ1,kharif,573788949,True
F0434-P01,F0434,R4,1.399,red,S1,moderate,tubewell,4749.7,rice,cereal,none,high,moderate,R4-HZ1,kharif,850563084,True
F0434-P02,F0434,R4,2.213,sandy,S3,well,rainfed,2606.8,cotton,fibre,moderate,moderate,moderate,R4-HZ2,kharif,455100378,True
F0435-P01,F0435,R3,0.636,laterite,S1,well,canal,4870.8,pigeon_pea,legume,low,low,none,R3-HZ1,kharif,1634459804,True
F0436-P01,F0436,R5,0.977,red,S3,moderate,tubewell,5248.5,maize,cereal,none,none,none,R5-HZ1,kharif,133944620,True
F0437-P01,F0437,R2,0.308,red,S1,well,rainfed,328.1,cotton,fibre,moderate,moderate,none,R2-HZ1,kharif,1687852700,True
F0438-P01,F0438,R1,0.121,alluvial,S2,moderate,tubewell,556.6,pigeon_pea,legume,moderate,moderate,low,R1-HZ1,kharif,1658285338,True
F0438-P02,F0438,R1,0.71,sandy,S2,moderate,tubewell,3585.2,,,moderate,none,moderate,R1-HZ2,kharif,20153733,True
F0439-P01,F0439,R3,0.625,alluvial,S2,poor,rainfed,1111.3,rice,cereal,low,none,moderate,R3-HZ1,kharif,184594877,True
F0440-P01,F0440,R5,0.435,laterite,S2,well,rainfed,622.8,groundnut,legume,high,none,moderate,R5-HZ1,kharif,600763916,True
F0441-P01,F0441,R2,0.762,red,N,well,tubewell,2401.4,groundnut,legume,low,moderate,moderate,R2-HZ1,kharif,257177846,True
F0441-P02,F0441,R2,0.14,black,S1,moderate,rainfed,139.4,rice,cereal,moderate,low,low,R2-HZ2,kharif,321865579,True
F0442-P01,F0442,R1,0.811,sandy,S2,well,tubewell,4172.3,maize,cereal,moderate,none,low,R1-HZ1,kharif,1652835772,True
F0443-P01,F0443,R5,0.043,laterite,S2,well,canal,240.7,rice,cereal,moderate,none,moderate,R5-HZ1,kharif,788524321,True
F0443-P02,F0443,R5,0.239,laterite,S1,moderate,tubewell,1309.8,rice,cereal,moderate,none,low,R5-HZ2,kharif,58273464,True
F0444-P01,F0444,R2,0.035,black,S2,well,rainfed,33.1,pigeon_pea,legume,none,none,none,R2-HZ1,kharif,1619879273,True
F0444-P02,F0444,R2,0.557,red,S1,moderate,rainfed,598.0,,,high,low,none,R2-HZ2,kharif,1863457077,True
F0445-P01,F0445,R3,0.144,alluvial,S1,poor,rainfed,264.5,groundnut,legume,none,none,high,R3-HZ1,kharif,465932092,True
F0445-P02,F0445,R3,0.367,laterite,S2,well,rainfed,708.1,,,low,none,low,R3-HZ2,kharif,139869878,True
F0445-P03,F0445,R3,1.016,laterite,N,poor,rainfed,2206.3,maize,cereal,moderate,none,high,R3-HZ3,kharif,707787034,True
F0446-P01,F0446,R4,0.649,red,S1,well,rainfed,742.7,pigeon_pea,legume,none,high,none,R4-HZ1,kharif,1900839634,True
F0446-P02,F0446,R4,0.256,sandy,S1,well,canal,950.4,cotton,fibre,moderate,none,low,R4-HZ2,kharif,1148730272,True
F0447-P01,F0447,R3,1.172,laterite,S3,poor,tubewell,7928.2,cotton,fibre,none,none,high,R3-HZ1,kharif,1021417301,True
F0448-P01,F0448,R1,1.367,sandy,S1,moderate,tubewell,5859.0,rice,cereal,moderate,low,none,R1-HZ1,kharif,308553797,True
F0448-P02,F0448,R1,0.069,sandy,S3,moderate,tubewell,299.2,,,none,none,low,R1-HZ2,kharif,1508722938,True
F0449-P01,F0449,R1,0.738,alluvial,S2,moderate,canal,3888.2,pigeon_pea,legume,high,none,low,R1-HZ1,kharif,481644928,True
F0450-P01,F0450,R4,0.021,sandy,S3,moderate,rainfed,20.8,,,low,high,low,R4-HZ1,kharif,332635920,True
F0450-P02,F0450,R4,0.407,sandy,S1,well,rainfed,391.4,rice,cereal,moderate,high,moderate,R4-HZ2,kharif,1689435098,True
F0451-P01,F0451,R5,0.418,red,S1,moderate,rainfed,567.0,cotton,fibre,moderate,none,low,R5-HZ1,kharif,1858745507,True
F0451-P02,F0451,R5,0.156,red,S2,well,tubewell,852.8,groundnut,legume,none,low,low,R5-HZ2,kharif,1856086161,True
F0452-P01,F0452,R4,0.031,sandy,S3,well,rainfed,27.7,cotton,fibre,low,none,low,R4-HZ1,kharif,1935299196,True
F0452-P02,F0452,R4,0.587,sandy,S1,poor,rainfed,689.3,,,none,none,moderate,R4-HZ2,kharif,1134517842,True
F0453-P01,F0453,R5,3.85,red,S1,well,tubewell,17167.5,,,moderate,moderate,none,R5-HZ1,kharif,985796754,True
F0453-P02,F0453,R5,0.86,red,S3,moderate,rainfed,1107.1,groundnut,legume,none,moderate,moderate,R5-HZ2,kharif,357405955,True
F0453-P03,F0453,R5,2.053,laterite,S2,poor,canal,11136.2,cotton,fibre,none,none,high,R5-HZ3,kharif,394438602,True
F0454-P01,F0454,R2,0.791,black,S2,well,rainfed,900.1,groundnut,legume,high,high,low,R2-HZ1,kharif,1303033329,True
F0455-P01,F0455,R1,0.688,sandy,S2,moderate,tubewell,3788.1,,,none,none,moderate,R1-HZ1,kharif,333659319,True
F0456-P01,F0456,R1,0.298,alluvial,S1,moderate,rainfed,388.0,cotton,fibre,low,none,low,R1-HZ1,kharif,1704104796,True
F0456-P02,F0456,R1,0.501,sandy,S2,moderate,tubewell,2291.2,maize,cereal,low,none,moderate,R1-HZ2,kharif,563919152,True
F0457-P01,F0457,R4,0.501,sandy,S3,moderate,rainfed,559.6,,,none,high,low,R4-HZ1,kharif,1904476095,True
F0458-P01,F0458,R1,0.46,alluvial,N,poor,tubewell,2052.4,groundnut,legume,moderate,none,high,R1-HZ1,kharif,264058388,True
F0459-P01,F0459,R5,0.457,red,S3,moderate,rainfed,675.4,,,low,low,low,R5-HZ1,kharif,1919361260,True
F0459-P02,F0459,R5,0.326,laterite,S1,well,rainfed,473.9,,,low,low,none,R5-HZ2,kharif,1368498001,True
F0460-P01,F0460,R3,0.536,laterite,S1,well,tubewell,3564.9,rice,cereal,moderate,low,moderate,R3-HZ1,kharif,1033285764,True
F0460-P02,F0460,R3,0.384,alluvial,S3,well,rainfed,701.8,,,low,none,none,R3-HZ2,kharif,56349521,True
F0460-P03,F0460,R3,0.256,alluvial,S2,well,canal,1938.6,rice,cereal,moderate,none,low,R3-HZ3,kharif,1257516708,True
F0461-P01,F0461,R4,0.302,sandy,S2,moderate,rainfed,303.3,,,moderate,low,none,R4-HZ1,kharif,1879822761,True
F0461-P02,F0461,R4,0.226,sandy,S1,well,rainfed,235.5,groundnut,legume,low,moderate,low,R4-HZ2,kharif,34812848,True
F0462-P01,F0462,R4,2.63,sandy,S1,well,canal,10663.8,cotton,fibre,moderate,low,none,R4-HZ1,kharif,1876977354,True
F0462-P02,F0462,R4,0.738,red,S2,poor,canal,2831.1,,,low,none,none,R4-HZ2,kharif,1187635656,True
F0462-P03,F0462,R4,3.565,red,S1,moderate,rainfed,3334.5,pigeon_pea,legume,none,low,none,R4-HZ3,kharif,277046851,True
F0462-P04,F0462,R4,1.859,sandy,S3,well,rainfed,1901.7,pigeon_pea,legume,low,low,low,R4-HZ1,kharif,632051639,True
F0462-P05,F0462,R4,1.298,red,S3,poor,rainfed,1368.3,groundnut,legume,moderate,none,none,R4-HZ2,kharif,1108012386,True
F0463-P01,F0463,R4,0.984,red,N,moderate,rainfed,1092.0,,,low,high,none,R4-HZ1,kharif,538075262,True
F0464-P01,F0464,R1,0.422,alluvial,S3,well,rainfed,655.0,cotton,fibre,low,low,moderate,R1-HZ1,kharif,265900140,True
F0465-P01,F0465,R2,0.416,black,S3,well,canal,1523.5,cotton,fibre,none,moderate,none,R2-HZ1,kharif,957865884,True
F0466-P01,F0466,R2,0.417,black,S1,poor,rainfed,453.9,cotton,fibre,moderate,none,moderate,R2-HZ1,kharif,870262493,True
F0466-P02,F0466,R2,0.623,red,S1,well,rainfed,649.0,maize,cereal,none,none,moderate,R2-HZ2,kharif,1978496336,True
F0466-P03,F0466,R2,1.557,black,S2,moderate,rainfed,1834.1,,,low,none,none,R2-HZ3,kharif,341190989,True
F0467-P01,F0467,R2,0.466,red,S2,moderate,rainfed,547.8,pigeon_pea,legume,low,moderate,moderate,R2-HZ1,kharif,1506136856,True
F0467-P02,F0467,R2,0.092,red,S1,poor,rainfed,109.0,pigeon_pea,legume,moderate,none,moderate,R2-HZ2,kharif,41058867,True
F0468-P01,F0468,R2,0.152,black,S3,well,rainfed,148.0,,,none,moderate,moderate,R2-HZ1,kharif,1514406035,True
F0468-P02,F0468,R2,0.477,black,S1,well,rainfed,535.4,pigeon_pea,legume,high,low,low,R2-HZ2,kharif,1121517611,True
F0469-P01,F0469,R2,0.283,black,S1,moderate,rainfed,332.8,,,none,low,moderate,R2-HZ1,kharif,1652064742,True
F0469-P02,F0469,R2,0.812,red,S3,poor,rainfed,914.4,maize,cereal,low,high,low,R2-HZ2,kharif,1380918878,True
F0470-P01,F0470,R5,1.896,red,S1,moderate,rainfed,2540.6,pigeon_pea,legume,none,moderate,moderate,R5-HZ1,kharif,572860489,True
F0471-P01,F0471,R2,0.401,red,S2,well,tubewell,1246.9,cotton,fibre,low,none,low,R2-HZ1,kharif,1815714998,True
F0471-P02,F0471,R2,0.044,red,S2,poor,rainfed,51.9,maize,cereal,high,moderate,low,R2-HZ2,kharif,1601608278,True
F0472-P01,F0472,R3,1.652,laterite,S2,moderate,rainfed,2774.3,cotton,fibre,moderate,none,low,R3-HZ1,kharif,273676278,True
F0472-P02,F0472,R3,2.131,alluvial,S2,moderate,tubewell,14689.2,,,high,none,low,R3-HZ2,kharif,557602781,True
F0473-P01,F0473,R4,1.275,red,S1,well,tubewell,3814.9,pigeon_pea,legume,low,high,low,R4-HZ1,kharif,1559781269,True
F0474-P01,F0474,R2,0.274,black,S2,moderate,rainfed,282.1,groundnut,legume,low,high,low,R2-HZ1,kharif,335669641,True
F0475-P01,F0475,R2,0.826,red,N,well,tubewell,3027.3,maize,cereal,moderate,none,none,R2-HZ1,kharif,754950720,True
F0476-P01,F0476,R4,0.25,red,S1,well,rainfed,247.6,,,none,low,moderate,R4-HZ1,kharif,736077503,True
F0477-P01,F0477,R2,0.409,black,S2,poor,rainfed,426.9,pigeon_pea,legume,moderate,high,none,R2-HZ1,kharif,1005537657,True
F0478-P01,F0478,R1,0.966,sandy,S2,well,tubewell,4886.6,cotton,fibre,none,none,moderate,R1-HZ1,kharif,1019369678,True
F0478-P02,F0478,R1,1.752,alluvial,S2,well,rainfed,2413.5,groundnut,legume,low,none,low,R1-HZ2,kharif,69137477,True
F0478-P03,F0478,R1,1.245,alluvial,S1,well,canal,7454.3,cotton,fibre,none,low,low,R1-HZ3,kharif,1136659141,True
F0479-P01,F0479,R3,0.358,alluvial,S1,well,rainfed,670.2,pigeon_pea,legume,none,low,none,R3-HZ1,kharif,1674748465,True
F0480-P01,F0480,R4,0.36,sandy,S3,well,rainfed,353.4,,,moderate,none,none,R4-HZ1,kharif,1597165405,True
F0480-P02,F0480,R4,1.09,red,S1,well,rainfed,1070.9,pigeon_pea,legume,moderate,moderate,low,R4-HZ2,kharif,42611259,True
F0480-P03,F0480,R4,2.42,red,S3,well,rainfed,2394.7,rice,cereal,none,low,none,R4-HZ3,kharif,1633137913,True
F0481-P01,F0481,R3,0.868,alluvial,S2,well,rainfed,1874.6,rice,cereal,none,none,moderate,R3-HZ1,kharif,1736308462,True
F0481-P02,F0481,R3,0.073,laterite,S2,moderate,tubewell,484.7,cotton,fibre,moderate,moderate,moderate,R3-HZ2,kharif,1618841272,True
F0482-P01,F0482,R2,0.995,red,S2,poor,rainfed,1113.7,groundnut,legume,low,moderate,high,R2-HZ1,kharif,153648036,True
F0483-P01,F0483,R2,0.55,red,N,poor,tubewell,1805.5,,,moderate,low,moderate,R2-HZ1,kharif,457674290,True
F0483-P02,F0483,R2,0.288,red,S2,moderate,tubewell,1014.9,rice,cereal,none,high,moderate,R2-HZ2,kharif,298967717,True
F0484-P01,F0484,R2,1.054,black,S2,well,canal,4471.6,,,none,moderate,none,R2-HZ1,kharif,1364209069,True
F0485-P01,F0485,R4,0.052,red,S3,moderate,rainfed,55.9,groundnut,legume,low,low,none,R4-HZ1,kharif,716307339,True
F0485-P02,F0485,R4,0.2,sandy,S1,moderate,tubewell,626.1,,,none,moderate,moderate,R4-HZ2,kharif,672477214,True
F0486-P01,F0486,R3,0.389,alluvial,S2,poor,rainfed,824.7,,,moderate,none,high,R3-HZ1,kharif,1246863280,True
F0486-P02,F0486,R3,0.041,laterite,S1,poor,rainfed,72.6,cotton,fibre,none,none,low,R3-HZ2,kharif,283140039,True
F0487-P01,F0487,R4,0.826,red,S1,moderate,tubewell,3138.7,,,none,low,low,R4-HZ1,kharif,1467709921,True
F0488-P01,F0488,R3,0.107,laterite,N,poor,tubewell,655.9,pigeon_pea,legume,low,high,low,R3-HZ1,kharif,574345499,True
F0488-P02,F0488,R3,0.406,alluvial,S3,moderate,canal,3121.0,maize,cereal,none,none,low,R3-HZ2,kharif,1564233149,True
F0489-P01,F0489,R3,0.434,alluvial,S2,well,rainfed,930.3,,,none,none,low,R3-HZ1,kharif,372387879,True
F0489-P02,F0489,R3,0.121,alluvial,S1,well,rainfed,235.7,rice,cereal,moderate,none,none,R3-HZ2,kharif,646459581,True
F0490-P01,F0490,R1,0.236,alluvial,S2,moderate,tubewell,1171.2,cotton,fibre,none,moderate,low,R1-HZ1,kharif,658632146,True
F0490-P02,F0490,R1,0.361,sandy,S1,well,rainfed,550.0,cotton,fibre,high,low,none,R1-HZ2,kharif,1327668670,True
F0491-P01,F0491,R5,0.629,red,S3,well,rainfed,1009.5,cotton,fibre,moderate,none,none,R5-HZ1,kharif,83657547,True
F0492-P01,F0492,R5,0.292,laterite,S1,moderate,tubewell,1328.6,rice,cereal,none,moderate,low,R5-HZ1,kharif,368985245,True
F0492-P02,F0492,R5,0.742,laterite,S2,well,rainfed,987.3,pigeon_pea,legume,high,moderate,none,R5-HZ2,kharif,1641494642,True
F0493-P01,F0493,R3,0.37,alluvial,S3,moderate,rainfed,652.7,maize,cereal,moderate,none,low,R3-HZ1,kharif,160983545,True
F0494-P01,F0494,R4,0.342,sandy,S3,moderate,rainfed,354.2,maize,cereal,low,moderate,none,R4-HZ1,kharif,166576022,True
F0495-P01,F0495,R4,0.286,sandy,S2,well,rainfed,267.6,cotton,fibre,low,none,moderate,R4-HZ1,kharif,928164338,True
F0496-P01,F0496,R5,2.629,red,S1,well,rainfed,4097.9,cotton,fibre,none,low,low,R5-HZ1,kharif,433064628,True
F0496-P02,F0496,R5,0.21,red,S1,well,tubewell,1205.0,cotton,fibre,low,moderate,low,R5-HZ2,kharif,598373603,True
F0496-P03,F0496,R5,0.885,laterite,S1,moderate,canal,4565.8,groundnut,legume,none,low,none,R5-HZ3,kharif,778841171,True
F0497-P01,F0497,R5,0.037,red,S2,well,canal,239.1,maize,cereal,none,none,low,R5-HZ1,kharif,148644230,True
F0497-P02,F0497,R5,0.705,laterite,S1,poor,rainfed,1101.8,cotton,fibre,none,low,high,R5-HZ2,kharif,1684199215,True
F0498-P01,F0498,R3,1.106,alluvial,S2,well,rainfed,2101.9,rice,cereal,low,moderate,none,R3-HZ1,kharif,1821028492,True
F0499-P01,F0499,R2,0.356,black,S1,moderate,rainfed,323.4,cotton,fibre,low,none,moderate,R2-HZ1,kharif,1719916859,True
F0499-P02,F0499,R2,0.046,red,S3,moderate,canal,176.1,pigeon_pea,legume,low,low,moderate,R2-HZ2,kharif,377979770,True
F0500-P01,F0500,R5,0.264,laterite,S3,poor,rainfed,446.8,,,low,none,moderate,R5-HZ1,kharif,742027522,True
